ID;Projeto;Estado de origem;Estado de destino;Data;Label;Valor (R$)
3845;Projeto fictício 3845 - Biotecnologia;GO;SP;2021-02-06;Concluído;1800739.10
3846;Projeto fictício 3846 - Agricultura;PE;MG;2026-09-24;Pesquisa;4743220.61
3847;Projeto fictício 3847 - Biotecnologia;AC;RS;2024-10-12;Concluído;2009145.57
3848;Projeto fictício 3848 - Energia limpa;BA;PR;2023-12-08;Concluído;2377603.38
3849;Projeto fictício 3849 - Saúde digital;PE;MG;2022-02-02;Concluído;2693461.05
3850;Projeto fictício 3850 - Saúde digital;GO;SP;2025-02-19;Concluído;3414840.27
3851;Projeto fictício 3851 - Biotecnologia;MG;RS;2023-03-23;Pesquisa;3232776.89
3852;Projeto fictício 3852 - Agricultura;PE;MG;2021-12-06;Pesquisa;5652330.82
3853;Projeto fictício 3853 - Saúde digital;RJ;PE;2022-02-24;Desenvolvimento;2530085.33
3854;Projeto fictício 3854 - Biotecnologia;AC;RS;2022-08-31;Desenvolvimento;4832524.56
3855;Projeto fictício 3855 - Agricultura;PE;BA;2025-06-06;Prototipagem;3465050.53
3856;Projeto fictício 3856 - Agricultura;RJ;PR;2023-08-11;Prototipagem;3420414.78
3857;Projeto fictício 3857 - Biotecnologia;PR;PE;2022-11-11;Desenvolvimento;2477543.06
3858;Projeto fictício 3858 - Saúde digital;MG;MG;2025-01-09;Concluído;986946.45
3859;Projeto fictício 3859 - Indústria 4.0;RS;GO;2022-11-02;Concluído;5759634.29
3860;Projeto fictício 3860 - Biotecnologia;DF;RJ;2023-11-14;Desenvolvimento;663037.09
3861;Projeto fictício 3861 - Energia limpa;AC;AM;2023-01-05;Desenvolvimento;1328880.17
3862;Projeto fictício 3862 - Saúde digital;PE;CE;2022-01-29;Concluído;43182.18
3863;Projeto fictício 3863 - Agricultura;MG;PR;2026-01-09;Prototipagem;236878.28
3864;Projeto fictício 3864 - Indústria 4.0;GO;PR;2024-04-06;Desenvolvimento;197043.92
3865;Projeto fictício 3865 - Energia limpa;AM;CE;2025-01-16;Pesquisa;1779406.11
3866;Projeto fictício 3866 - Indústria 4.0;MG;DF;2023-08-26;Prototipagem;2972138.28
3867;Projeto fictício 3867 - Agricultura;SP;PE;2026-04-15;Validação;2324682.09
3868;Projeto fictício 3868 - Saúde digital;RS;GO;2026-06-02;Pesquisa;3103245.75
3869;Projeto fictício 3869 - Biotecnologia;AM;PE;2025-02-22;Prototipagem;3365747.11
3870;Projeto fictício 3870 - Agricultura;CE;GO;2025-06-24;Concluído;4764979.63
3871;Projeto fictício 3871 - Indústria 4.0;AC;AC;2025-05-09;Pesquisa;165311.57
3872;Projeto fictício 3872 - Indústria 4.0;CE;DF;2025-10-22;Validação;1075129.64
3873;Projeto fictício 3873 - Energia limpa;CE;AM;2024-10-20;Pesquisa;4221436.83
3874;Projeto fictício 3874 - Indústria 4.0;RS;RJ;2026-07-27;Validação;1424110.33
3875;Projeto fictício 3875 - Saúde digital;GO;DF;2021-12-31;Pesquisa;740548.72
3876;Projeto fictício 3876 - Biotecnologia;BA;RS;2023-11-30;Validação;605075.03
3877;Projeto fictício 3877 - Energia limpa;DF;BA;2026-05-22;Validação;4987715.68
3878;Projeto fictício 3878 - Energia limpa;AC;RS;2025-08-14;Prototipagem;1389463.60
3879;Projeto fictício 3879 - Biotecnologia;PE;GO;2025-02-20;Desenvolvimento;4857847.00
3880;Projeto fictício 3880 - Biotecnologia;MG;GO;2025-06-21;Concluído;264519.65
3881;Projeto fictício 3881 - Energia limpa;MG;RS;2023-04-15;Prototipagem;2524786.21
3882;Projeto fictício 3882 - Indústria 4.0;PR;AM;2021-09-12;Concluído;2451786.99
3883;Projeto fictício 3883 - Agricultura;CE;MG;2024-02-07;Concluído;4244183.10
3884;Projeto fictício 3884 - Indústria 4.0;GO;CE;2021-09-27;Prototipagem;1327463.42
3885;Projeto fictício 3885 - Saúde digital;RJ;MG;2022-04-19;Concluído;4191642.80
3886;Projeto fictício 3886 - Agricultura;DF;SP;2023-03-27;Validação;725532.43
3887;Projeto fictício 3887 - Indústria 4.0;MG;AC;2022-07-22;Concluído;4411108.38
3888;Projeto fictício 3888 - Indústria 4.0;GO;PR;2023-11-02;Prototipagem;5448268.05
3889;Projeto fictício 3889 - Saúde digital;GO;BA;2024-04-01;Pesquisa;1157117.77
3890;Projeto fictício 3890 - Indústria 4.0;PE;GO;2026-06-17;Prototipagem;1368281.75
3891;Projeto fictício 3891 - Agricultura;RS;DF;2026-01-16;Prototipagem;1223440.40
3892;Projeto fictício 3892 - Biotecnologia;RJ;CE;2025-11-30;Desenvolvimento;116218.12
3893;Projeto fictício 3893 - Agricultura;RJ;GO;2025-03-24;Validação;5941182.31
3894;Projeto fictício 3894 - Indústria 4.0;PR;BA;2025-02-04;Prototipagem;3642310.11
3895;Projeto fictício 3895 - Indústria 4.0;PE;SP;2026-03-28;Prototipagem;264267.63
3896;Projeto fictício 3896 - Energia limpa;PE;RJ;2026-06-27;Pesquisa;380283.30
3897;Projeto fictício 3897 - Indústria 4.0;AM;RS;2023-05-05;Validação;1733389.69
3898;Projeto fictício 3898 - Biotecnologia;PE;AM;2023-11-16;Desenvolvimento;1997748.51
3899;Projeto fictício 3899 - Indústria 4.0;RS;AM;2025-05-26;Concluído;4428521.93
3900;Projeto fictício 3900 - Energia limpa;RJ;DF;2021-08-26;Prototipagem;491577.00
3901;Projeto fictício 3901 - Biotecnologia;PE;SP;2024-01-05;Concluído;2685511.98
3902;Projeto fictício 3902 - Biotecnologia;AM;RS;2023-04-05;Prototipagem;2847379.02
3903;Projeto fictício 3903 - Indústria 4.0;BA;AC;2025-04-02;Validação;4643377.26
3904;Projeto fictício 3904 - Agricultura;MG;RS;2022-11-28;Concluído;150719.45
3905;Projeto fictício 3905 - Energia limpa;SP;CE;2021-01-12;Desenvolvimento;125733.73
3906;Projeto fictício 3906 - Energia limpa;SP;AC;2024-08-07;Prototipagem;4093622.55
3907;Projeto fictício 3907 - Agricultura;PE;PR;2024-12-21;Concluído;1419065.07
3908;Projeto fictício 3908 - Agricultura;RS;MG;2026-03-15;Desenvolvimento;2240607.03
3909;Projeto fictício 3909 - Energia limpa;PR;MG;2022-03-07;Validação;3377570.44
3910;Projeto fictício 3910 - Biotecnologia;RS;RS;2024-06-03;Validação;4507904.26
3911;Projeto fictício 3911 - Biotecnologia;CE;GO;2024-06-21;Validação;4605824.38
3912;Projeto fictício 3912 - Energia limpa;SP;RJ;2021-03-15;Validação;5829721.12
3913;Projeto fictício 3913 - Biotecnologia;AM;GO;2026-08-30;Validação;431700.74
3914;Projeto fictício 3914 - Biotecnologia;DF;SP;2025-12-30;Prototipagem;5914976.19
3915;Projeto fictício 3915 - Agricultura;GO;CE;2024-01-12;Validação;2973923.23
3916;Projeto fictício 3916 - Indústria 4.0;CE;PE;2023-08-28;Desenvolvimento;4374908.26
3917;Projeto fictício 3917 - Energia limpa;BA;SP;2023-12-27;Desenvolvimento;5665566.69
3918;Projeto fictício 3918 - Energia limpa;PE;RJ;2024-06-17;Prototipagem;3731089.72
3919;Projeto fictício 3919 - Biotecnologia;CE;MG;2021-05-01;Prototipagem;2930889.15
3920;Projeto fictício 3920 - Indústria 4.0;RJ;BA;2022-04-28;Desenvolvimento;5272659.65
3921;Projeto fictício 3921 - Energia limpa;MG;AM;2021-07-08;Pesquisa;1339422.38
3922;Projeto fictício 3922 - Energia limpa;AM;PE;2024-02-15;Desenvolvimento;2897105.88
3923;Projeto fictício 3923 - Indústria 4.0;PR;BA;2026-06-11;Prototipagem;2095537.27
3924;Projeto fictício 3924 - Biotecnologia;PR;PE;2021-12-19;Desenvolvimento;3330610.30
3925;Projeto fictício 3925 - Agricultura;PR;PE;2021-12-04;Concluído;2546727.07
3926;Projeto fictício 3926 - Saúde digital;SP;PE;2024-09-29;Concluído;2677623.44
3927;Projeto fictício 3927 - Agricultura;SP;RJ;2025-05-24;Pesquisa;3238777.47
3928;Projeto fictício 3928 - Biotecnologia;AC;DF;2021-06-11;Prototipagem;2290899.18
3929;Projeto fictício 3929 - Energia limpa;PE;MG;2022-01-20;Validação;2283704.47
3930;Projeto fictício 3930 - Indústria 4.0;GO;CE;2022-05-12;Concluído;2814795.61
3931;Projeto fictício 3931 - Indústria 4.0;AM;CE;2025-11-01;Pesquisa;3738791.22
3932;Projeto fictício 3932 - Indústria 4.0;GO;DF;2025-12-30;Validação;1816102.68
3933;Projeto fictício 3933 - Agricultura;PR;MG;2023-05-06;Pesquisa;1650459.29
3934;Projeto fictício 3934 - Indústria 4.0;RS;BA;2024-05-11;Validação;3861207.43
3935;Projeto fictício 3935 - Energia limpa;PE;DF;2026-08-23;Prototipagem;524777.29
3936;Projeto fictício 3936 - Indústria 4.0;PE;SP;2025-04-18;Validação;1267655.10
3937;Projeto fictício 3937 - Indústria 4.0;AC;DF;2024-06-01;Desenvolvimento;691148.84
3938;Projeto fictício 3938 - Biotecnologia;RJ;SP;2022-03-13;Prototipagem;1645769.37
3939;Projeto fictício 3939 - Biotecnologia;PR;CE;2025-12-08;Prototipagem;5046408.02
3940;Projeto fictício 3940 - Energia limpa;SP;AC;2025-10-14;Validação;3994583.25
3941;Projeto fictício 3941 - Agricultura;AM;RJ;2023-04-06;Pesquisa;2331661.12
3942;Projeto fictício 3942 - Indústria 4.0;CE;PE;2021-06-16;Validação;5644668.68
3943;Projeto fictício 3943 - Biotecnologia;MG;DF;2024-01-14;Pesquisa;3445409.41
3944;Projeto fictício 3944 - Indústria 4.0;BA;PR;2021-06-23;Concluído;5706992.20
3945;Projeto fictício 3945 - Energia limpa;PE;PR;2024-02-20;Pesquisa;1905597.95
3946;Projeto fictício 3946 - Indústria 4.0;DF;MG;2025-02-01;Desenvolvimento;5612501.09
3947;Projeto fictício 3947 - Biotecnologia;AC;GO;2021-07-03;Validação;3658553.53
3948;Projeto fictício 3948 - Energia limpa;MG;AC;2025-04-01;Pesquisa;4973527.22
3949;Projeto fictício 3949 - Energia limpa;AM;SP;2021-06-19;Concluído;4562495.56
3950;Projeto fictício 3950 - Saúde digital;BA;CE;2022-01-11;Prototipagem;1146434.90
3951;Projeto fictício 3951 - Indústria 4.0;BA;PR;2023-09-21;Concluído;2751929.40
3952;Projeto fictício 3952 - Energia limpa;DF;BA;2024-03-09;Desenvolvimento;1340145.14
3953;Projeto fictício 3953 - Biotecnologia;GO;RS;2023-11-23;Prototipagem;2969410.07
3954;Projeto fictício 3954 - Energia limpa;PR;CE;2022-11-14;Pesquisa;2808725.83
3955;Projeto fictício 3955 - Agricultura;AM;AC;2021-12-08;Concluído;4678845.48
3956;Projeto fictício 3956 - Biotecnologia;BA;PE;2025-03-16;Validação;2142827.41
3957;Projeto fictício 3957 - Agricultura;BA;AC;2024-01-22;Validação;5869019.47
3958;Projeto fictício 3958 - Biotecnologia;RJ;PE;2021-08-06;Prototipagem;4007334.63
3959;Projeto fictício 3959 - Saúde digital;SP;BA;2022-08-07;Concluído;1409317.99
3960;Projeto fictício 3960 - Biotecnologia;SP;SP;2022-02-20;Pesquisa;4038504.98
3961;Projeto fictício 3961 - Biotecnologia;RJ;SP;2025-06-27;Desenvolvimento;940685.51
3962;Projeto fictício 3962 - Saúde digital;CE;RS;2024-12-19;Prototipagem;1827299.53
3963;Projeto fictício 3963 - Indústria 4.0;PR;DF;2021-07-14;Concluído;1857585.31
3964;Projeto fictício 3964 - Energia limpa;CE;GO;2022-07-18;Desenvolvimento;5980408.45
3965;Projeto fictício 3965 - Biotecnologia;SP;DF;2022-12-20;Prototipagem;3020926.66
3966;Projeto fictício 3966 - Indústria 4.0;PR;GO;2021-08-24;Validação;4819752.44
3967;Projeto fictício 3967 - Indústria 4.0;AM;AM;2024-01-12;Validação;275458.53
3968;Projeto fictício 3968 - Biotecnologia;RS;RJ;2021-10-10;Desenvolvimento;2094777.18
3969;Projeto fictício 3969 - Indústria 4.0;DF;MG;2024-12-05;Desenvolvimento;4440258.92
3970;Projeto fictício 3970 - Biotecnologia;CE;MG;2024-08-24;Desenvolvimento;2919892.50
3971;Projeto fictício 3971 - Biotecnologia;CE;AM;2021-04-27;Pesquisa;2649739.27
3972;Projeto fictício 3972 - Indústria 4.0;MG;AM;2024-04-28;Validação;503802.70
3973;Projeto fictício 3973 - Saúde digital;PR;PR;2022-06-05;Pesquisa;4669773.83
3974;Projeto fictício 3974 - Saúde digital;RJ;DF;2025-09-15;Desenvolvimento;4537644.74
3975;Projeto fictício 3975 - Biotecnologia;PR;SP;2025-03-05;Desenvolvimento;500777.13
3976;Projeto fictício 3976 - Biotecnologia;PR;AM;2025-05-18;Validação;4035174.76
3977;Projeto fictício 3977 - Energia limpa;PE;CE;2023-04-28;Desenvolvimento;4585592.92
3978;Projeto fictício 3978 - Biotecnologia;PE;PE;2024-12-19;Desenvolvimento;76593.80
3979;Projeto fictício 3979 - Saúde digital;BA;SP;2022-05-19;Concluído;936764.05
3980;Projeto fictício 3980 - Indústria 4.0;RS;MG;2025-05-27;Concluído;3662962.69
3981;Projeto fictício 3981 - Biotecnologia;BA;PE;2021-07-27;Prototipagem;3259015.22
3982;Projeto fictício 3982 - Biotecnologia;PR;MG;2026-03-10;Prototipagem;1601669.23
3983;Projeto fictício 3983 - Biotecnologia;PE;BA;2023-01-02;Validação;4905070.60
3984;Projeto fictício 3984 - Agricultura;RJ;CE;2021-03-18;Pesquisa;781320.41
3985;Projeto fictício 3985 - Indústria 4.0;PR;AM;2021-02-02;Pesquisa;3147783.12
3986;Projeto fictício 3986 - Agricultura;CE;DF;2021-11-10;Validação;157800.40
3987;Projeto fictício 3987 - Energia limpa;RS;GO;2025-08-06;Desenvolvimento;1275523.54
3988;Projeto fictício 3988 - Energia limpa;AM;AC;2021-10-10;Concluído;2723464.81
3989;Projeto fictício 3989 - Indústria 4.0;MG;RS;2025-07-31;Validação;3683013.92
3990;Projeto fictício 3990 - Biotecnologia;MG;PR;2021-07-08;Pesquisa;5072032.76
3991;Projeto fictício 3991 - Agricultura;RS;SP;2025-03-24;Prototipagem;2037810.67
3992;Projeto fictício 3992 - Biotecnologia;SP;BA;2024-08-05;Pesquisa;1832515.56
3993;Projeto fictício 3993 - Indústria 4.0;DF;CE;2022-04-12;Pesquisa;3025704.73
3994;Projeto fictício 3994 - Indústria 4.0;MG;AM;2025-10-11;Validação;5560633.25
3995;Projeto fictício 3995 - Biotecnologia;BA;AC;2023-04-04;Desenvolvimento;3335225.42
3996;Projeto fictício 3996 - Energia limpa;CE;GO;2024-04-08;Prototipagem;1553196.32
3997;Projeto fictício 3997 - Saúde digital;RS;SP;2023-06-19;Pesquisa;36704.01
3998;Projeto fictício 3998 - Indústria 4.0;CE;BA;2022-07-26;Validação;4576406.43
3999;Projeto fictício 3999 - Indústria 4.0;PR;MG;2025-12-24;Concluído;2978469.00
4000;Projeto fictício 4000 - Biotecnologia;PE;SP;2024-02-10;Desenvolvimento;2199472.41
4001;Projeto fictício 4001 - Saúde digital;PE;AC;2022-12-05;Concluído;5889380.27
4002;Projeto fictício 4002 - Saúde digital;MG;PE;2025-04-21;Pesquisa;2397458.32
4003;Projeto fictício 4003 - Saúde digital;RJ;DF;2025-04-18;Concluído;4104720.95
4004;Projeto fictício 4004 - Energia limpa;AC;RS;2021-09-13;Concluído;4819157.86
4005;Projeto fictício 4005 - Energia limpa;GO;BA;2025-07-30;Prototipagem;5065576.98
4006;Projeto fictício 4006 - Saúde digital;CE;CE;2022-03-16;Desenvolvimento;5876009.92
4007;Projeto fictício 4007 - Biotecnologia;MG;AM;2024-01-19;Concluído;3031660.67
4008;Projeto fictício 4008 - Biotecnologia;RJ;RJ;2023-07-15;Concluído;2194456.77
4009;Projeto fictício 4009 - Saúde digital;AC;CE;2023-11-18;Prototipagem;5289071.13
4010;Projeto fictício 4010 - Biotecnologia;RJ;BA;2022-04-26;Validação;4686365.23
4011;Projeto fictício 4011 - Agricultura;CE;PE;2026-04-08;Prototipagem;4828670.37
4012;Projeto fictício 4012 - Agricultura;RJ;DF;2024-10-04;Validação;4354133.77
4013;Projeto fictício 4013 - Saúde digital;AM;PR;2023-10-02;Validação;4285479.89
4014;Projeto fictício 4014 - Saúde digital;RJ;DF;2026-05-12;Concluído;4342945.48
4015;Projeto fictício 4015 - Saúde digital;MG;RJ;2022-02-20;Validação;3421801.99
4016;Projeto fictício 4016 - Biotecnologia;MG;SP;2025-02-28;Pesquisa;230828.20
4017;Projeto fictício 4017 - Agricultura;AM;PR;2022-02-18;Concluído;3917840.20
4018;Projeto fictício 4018 - Biotecnologia;DF;RJ;2023-02-22;Validação;1076220.65
4019;Projeto fictício 4019 - Indústria 4.0;RJ;RS;2023-10-12;Validação;1556580.47
4020;Projeto fictício 4020 - Biotecnologia;GO;PR;2021-08-24;Pesquisa;4058068.82
4021;Projeto fictício 4021 - Energia limpa;RJ;PR;2024-04-03;Prototipagem;96360.01
4022;Projeto fictício 4022 - Saúde digital;CE;CE;2026-07-14;Validação;1055446.26
4023;Projeto fictício 4023 - Biotecnologia;PE;CE;2021-11-19;Concluído;5442270.11
4024;Projeto fictício 4024 - Biotecnologia;PE;PE;2024-12-09;Validação;5641390.24
4025;Projeto fictício 4025 - Energia limpa;DF;MG;2023-11-08;Pesquisa;2675966.62
4026;Projeto fictício 4026 - Biotecnologia;BA;BA;2022-08-18;Prototipagem;3193763.69
4027;Projeto fictício 4027 - Indústria 4.0;BA;AM;2025-09-21;Validação;5943258.62
4028;Projeto fictício 4028 - Agricultura;GO;DF;2025-02-22;Prototipagem;5189895.04
4029;Projeto fictício 4029 - Biotecnologia;GO;RS;2023-01-20;Pesquisa;2072766.07
4030;Projeto fictício 4030 - Indústria 4.0;RS;CE;2024-08-30;Prototipagem;4215467.51
4031;Projeto fictício 4031 - Saúde digital;GO;RS;2023-10-05;Prototipagem;921840.49
4032;Projeto fictício 4032 - Agricultura;RJ;CE;2025-03-26;Concluído;2723568.29
4033;Projeto fictício 4033 - Agricultura;SP;PE;2021-02-23;Concluído;513691.79
4034;Projeto fictício 4034 - Indústria 4.0;BA;RJ;2022-02-27;Concluído;5191785.46
4035;Projeto fictício 4035 - Indústria 4.0;AC;PE;2021-10-16;Concluído;549286.39
4036;Projeto fictício 4036 - Saúde digital;DF;SP;2024-05-28;Validação;4759809.89
4037;Projeto fictício 4037 - Saúde digital;MG;DF;2026-04-25;Pesquisa;189044.39
4038;Projeto fictício 4038 - Energia limpa;MG;AC;2021-08-03;Desenvolvimento;5183841.71
4039;Projeto fictício 4039 - Saúde digital;PE;MG;2025-10-23;Pesquisa;5355080.60
4040;Projeto fictício 4040 - Indústria 4.0;AC;RJ;2025-04-18;Pesquisa;2934810.15
4041;Projeto fictício 4041 - Energia limpa;GO;SP;2024-11-24;Pesquisa;1854657.27
4042;Projeto fictício 4042 - Energia limpa;RJ;RJ;2023-10-28;Concluído;2425114.93
4043;Projeto fictício 4043 - Agricultura;GO;SP;2021-06-09;Concluído;1616211.17
4044;Projeto fictício 4044 - Saúde digital;RJ;RS;2024-09-04;Validação;1281015.68
4045;Projeto fictício 4045 - Indústria 4.0;RS;DF;2022-05-31;Prototipagem;4094380.26
4046;Projeto fictício 4046 - Biotecnologia;PR;SP;2024-02-26;Desenvolvimento;3020208.56
4047;Projeto fictício 4047 - Biotecnologia;PR;CE;2025-04-16;Desenvolvimento;145015.64
4048;Projeto fictício 4048 - Biotecnologia;CE;SP;2023-01-20;Validação;1640745.18
4049;Projeto fictício 4049 - Indústria 4.0;SP;MG;2023-03-21;Desenvolvimento;5669121.20
4050;Projeto fictício 4050 - Indústria 4.0;BA;AM;2024-03-11;Desenvolvimento;5718197.96
4051;Projeto fictício 4051 - Biotecnologia;GO;AM;2021-01-22;Pesquisa;2712251.22
4052;Projeto fictício 4052 - Agricultura;AM;CE;2022-12-07;Pesquisa;3566601.88
4053;Projeto fictício 4053 - Indústria 4.0;CE;PE;2023-09-07;Concluído;4892688.79
4054;Projeto fictício 4054 - Biotecnologia;AM;SP;2026-01-16;Validação;5465571.05
4055;Projeto fictício 4055 - Indústria 4.0;RS;BA;2023-03-23;Pesquisa;5031157.80
4056;Projeto fictício 4056 - Indústria 4.0;SP;BA;2026-08-27;Validação;2470728.51
4057;Projeto fictício 4057 - Saúde digital;CE;AM;2025-07-29;Desenvolvimento;102343.40
4058;Projeto fictício 4058 - Agricultura;AC;AM;2024-10-04;Prototipagem;4891845.26
4059;Projeto fictício 4059 - Biotecnologia;MG;DF;2022-05-05;Concluído;1583799.81
4060;Projeto fictício 4060 - Energia limpa;RJ;SP;2024-02-25;Validação;1233638.59
4061;Projeto fictício 4061 - Energia limpa;DF;AC;2024-10-01;Validação;4195833.10
4062;Projeto fictício 4062 - Agricultura;PE;DF;2024-12-21;Prototipagem;5976288.02
4063;Projeto fictício 4063 - Biotecnologia;AC;DF;2023-11-28;Concluído;1096428.79
4064;Projeto fictício 4064 - Indústria 4.0;AC;RJ;2021-04-08;Prototipagem;1550055.36
4065;Projeto fictício 4065 - Biotecnologia;CE;GO;2025-04-02;Prototipagem;4545473.92
4066;Projeto fictício 4066 - Agricultura;MG;MG;2023-04-07;Pesquisa;5410746.08
4067;Projeto fictício 4067 - Agricultura;AM;DF;2025-01-17;Prototipagem;4839865.22
4068;Projeto fictício 4068 - Agricultura;DF;AM;2022-05-01;Validação;5487210.64
4069;Projeto fictício 4069 - Indústria 4.0;PR;PE;2022-04-28;Prototipagem;3982671.14
4070;Projeto fictício 4070 - Indústria 4.0;DF;PE;2023-08-29;Prototipagem;2386214.06
4071;Projeto fictício 4071 - Saúde digital;BA;AC;2022-10-15;Pesquisa;5527076.53
4072;Projeto fictício 4072 - Energia limpa;CE;AC;2024-11-04;Pesquisa;2856306.64
4073;Projeto fictício 4073 - Saúde digital;PE;BA;2021-09-25;Pesquisa;1480736.25
4074;Projeto fictício 4074 - Agricultura;MG;MG;2024-04-09;Pesquisa;5551423.92
4075;Projeto fictício 4075 - Energia limpa;PE;DF;2021-11-02;Concluído;4554982.99
4076;Projeto fictício 4076 - Biotecnologia;AM;PR;2025-06-30;Pesquisa;3787392.69
4077;Projeto fictício 4077 - Saúde digital;CE;RS;2026-02-11;Validação;3956662.63
4078;Projeto fictício 4078 - Indústria 4.0;MG;RJ;2021-03-15;Desenvolvimento;3896393.32
4079;Projeto fictício 4079 - Biotecnologia;GO;GO;2023-07-25;Desenvolvimento;2440511.64
4080;Projeto fictício 4080 - Energia limpa;BA;CE;2024-05-09;Prototipagem;2112992.80
4081;Projeto fictício 4081 - Indústria 4.0;MG;PE;2021-06-08;Prototipagem;4812562.33
4082;Projeto fictício 4082 - Biotecnologia;AM;BA;2024-05-18;Concluído;1422423.96
4083;Projeto fictício 4083 - Indústria 4.0;SP;PR;2021-03-29;Concluído;2569453.76
4084;Projeto fictício 4084 - Indústria 4.0;AC;RS;2025-10-07;Desenvolvimento;5798900.65
4085;Projeto fictício 4085 - Saúde digital;MG;GO;2025-10-11;Pesquisa;112910.78
4086;Projeto fictício 4086 - Energia limpa;CE;AM;2021-08-28;Pesquisa;544809.49
4087;Projeto fictício 4087 - Energia limpa;BA;DF;2026-05-31;Concluído;3053657.95
4088;Projeto fictício 4088 - Saúde digital;GO;RS;2023-03-01;Desenvolvimento;1426802.78
